Tipologia Programma - Codice;Progetto - Codice;Progetto - Titolo;Articolazione I livello - Codice;Articolazione III livello;Articolazione IV livello;CI - Campo Intervento - Descrizione;FF - Forma di Finanziamento - Descrizione;TT - Tipo di Territorio - Descrizione;AE - Attività Economica - Descrizione;RA - Risultato Atteso - Descrizione;RA - Obiettivo tematico - Descrizione;Provincia - Descrizione;Stato Attuazione Progetto;Costo Ammesso;Importo Impegni ammessi;Importo Pagamenti ammessi
IGJ;FESR-4-4.1.1-0008/01;PIANO PLURIENNALE DI INTERVENTI PER LA RIDUZIONE DEI CONSUMI DI ENERGIA PRIMARIA NEGLI EDIFICI DELL?UNIVERSITA DEGLI STUDI DI GENOVA CON PROMOZIONE DELL?UTILIZZO DI TECNOLOGIE INNOVATIVE, ECOSOSTENIBILI E AD ALTA EFFICIENZA;M-4;4c;OS4.1;Rinnovo di infrastrutture pubbliche sul piano dell'efficienza energetica, progetti dimostrativi e misure di sostegno;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici negli edifici e nelle strutture pubbliche o ad uso pubblico, residenziali e non residenziali e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;SAVONA;Concluso;2908000;2509217,82;1289459,13
IGJ;FESR-4-4.2.1-0000002;FONDO PER IL SOSTEGNO DI INTERVENTI DI EFFICIENTAMENTO ENERGETICO;M-4;4b;OS4.2;Sostegno ai processi di produzione rispettosi dell'ambiente e all'efficienza delle risorse nelle PMI;Sostegno mediante strumenti finanziari: garanzia o equivalente;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione dei consumi energetici e delle emissioni nelle imprese e integrazione di fonti rinnovabili;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;Tutte le provincie;Non In Esecuzione;4000000;4000000;4000000
IGJ;FESR-4-4.6.2-00001/F;acquisto bus 18 mt. euro 6;M-4;4e;OS4.6;Infrastrutture e promozione di trasporti urbani puliti (compresi gli impianti e il materiale rotabile);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Fabbricazione di mezzi di trasporto;Aumento della mobilità sostenibile nelle aree urbane;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;Non In Esecuzione;14702483,56;14702483,56;0
IGJ;FESR-4-4.6.3-0000001;SISTEMA BIGLIETTAZIONE ELETTRONICA (SBE);M-4;4e;OS4.6;Sistemi di trasporto intelligenti (compresa l'introduzione della gestione della domanda, sistemi di pedaggio, monitoraggio informatico, sistemi di informazione e controllo);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Aumento della mobilità sostenibile nelle aree urbane;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;Tutte le provincie;In Esecuzione;15570835,6;15570835,6;3300000
IGJ;FESR-4-4.6.3-0003/01;AZIONI PER IL MIGLIORAMENTO DEL TRASPORTO PUBBLICO;M-4;4e;OS4.6;Sistemi di trasporto intelligenti (compresa l'introduzione della gestione della domanda, sistemi di pedaggio, monitoraggio informatico, sistemi di informazione e controllo);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Aumento della mobilità sostenibile nelle aree urbane;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;In Esecuzione;270030,75;24486,83;23548,35
IGJ;FESR-4-4.6.3-0003/02;AZIONI PER LA SICUREZZA DEL SERVIZIO DI TRASPORTO PUBBLICO BUS/METRO;M-4;4e;OS4.6;Sistemi di trasporto intelligenti (compresa l'introduzione della gestione della domanda, sistemi di pedaggio, monitoraggio informatico, sistemi di informazione e controllo);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Aumento della mobilità sostenibile nelle aree urbane;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;In Esecuzione;248370;248370;248370
IGJ;FESR-4-4.6.3-0003/03;AZIONI PER INCREMENTARE LA SICUREZZA DEI PASSEGGERI SUGLI IMPIANTI SPECIALI;M-4;4e;OS4.6;Sistemi di trasporto intelligenti (compresa l'introduzione della gestione della domanda, sistemi di pedaggio, monitoraggio informatico, sistemi di informazione e controllo);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Aumento della mobilità sostenibile nelle aree urbane;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;In Esecuzione;36950;36950;36950
IGJ;FESR-4-4.6.3-0003/04;AZIONI PER INCREMENTARE LA SICUREZZA DEI PASSEGGERI SUI BUS;M-4;4e;OS4.6;Sistemi di trasporto intelligenti (compresa l'introduzione della gestione della domanda, sistemi di pedaggio, monitoraggio informatico, sistemi di informazione e controllo);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Aumento della mobilità sostenibile nelle aree urbane;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;In Esecuzione;136200;136200;129900
IGJ;FESR-4-4.6.3-0003/05;Azioni per incrementare la sicurezza dei passeggeri sugli impianti speciali;M-4;4e;OS4.6;Sistemi di trasporto intelligenti (compresa l'introduzione della gestione della domanda, sistemi di pedaggio, monitoraggio informatico, sistemi di informazione e controllo);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Aumento della mobilità sostenibile nelle aree urbane;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;In Esecuzione;39900;39900;39900
IGJ;FESR-4-4.6.3-0003/06;Azioni per incrementare la sicurezza dei passeggeri sui bus;M-4;4e;OS4.6;Sistemi di trasporto intelligenti (compresa l'introduzione della gestione della domanda, sistemi di pedaggio, monitoraggio informatico, sistemi di informazione e controllo);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Aumento della mobilità sostenibile nelle aree urbane;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;In Esecuzione;106500;106500;106500
IGJ;FESR-4-4.6.3-0003/07;CORSIE RISERVATE PER IL TRASPORTO PUBBLICO;M-4;4e;OS4.6;Sistemi di trasporto intelligenti (compresa l'introduzione della gestione della domanda, sistemi di pedaggio, monitoraggio informatico, sistemi di informazione e controllo);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Aumento della mobilità sostenibile nelle aree urbane;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;Concluso;34694,48;34694,48;34694,48
IGJ;FESR-4-4.6.3-0003/08;CORSIE RISERVATE PER IL TRASPORTO PUBBLICO;M-4;4e;OS4.6;Sistemi di trasporto intelligenti (compresa l'introduzione della gestione della domanda, sistemi di pedaggio, monitoraggio informatico, sistemi di informazione e controllo);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Aumento della mobilità sostenibile nelle aree urbane;Sostenere la transizione verso un'economia a basse emissioni di carbonio in tutti i settori;GENOVA;Concluso;39160,15;39160,15;39160,15
IGJ;FESR-5-5.1.1-00001/F;DEMOLIZIONE E RICOSTRUZIONE DEL PONTE SUL TORRENTE SCRIVIA DI VIA IV NOVEMBRE;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;GENOVA;In Esecuzione;1500000;1357756,19;259822,96
IGJ;FESR-5-5.1.1-00002/F;progetto di sistemazione idrogeologica idraulica e agraria dei Rii Bevegni e Fontanasse nel Comune di Sant'Olcese;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;GENOVA;Concluso;560000;533339,62;499513,52
IGJ;FESR-5-5.1.1-00003/F;RIO LUMINELLA - INTERVENTI URGENTI DI MITIGAZIONE DEL RISCHIO IDROGEOLOGICO ATTRAVERSO LA REALIZZAZIONE DI INTERVENTI DI PROTEZIONE DEL FONDOVALLE PREVIA DELOCALIZZAZIONE VIABILITA ATTUALMENTE IN ALVEO E SUCCESSIVA RINATURALIZZAZIONE;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Edilizia;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;SAVONA;In Esecuzione;998000;909837,69;718020,79
IGJ;FESR-5-5.1.1-00004/F;INTERVENTI DI SISTEMAZIONE IDRAULICA DI UN TRATTO DEL TORRENTE PARMIGNOLA DAL PONTE IN LOCALITA' BIOTTANELLO AL PONTE IN LOCALITA' SAN ROCCO;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;LA SPEZIA;In Esecuzione;1250000;60219,22;33644,51
IGJ;FESR-5-5.1.1-00005/F;NUOVA COPERTURA TORRENTE SAN FRANCESCO VIA MILITE IGNOTO PRIMO STRALCIO DEL PRIMO LOTTO, POR FESR 2014 2020 Obiettivo Investimenti a favore della crescita e dell'occupazione Asse 5 OT5 Ob Spec 5 1;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;GENOVA;In Esecuzione;2350000;1687306,77;536835,58
IGJ;FESR-5-5.1.1-0006/2F;REALIZZAZIONE DI UNA GALLERIA PARAMASSI - I LOTTO SP 31 DELLA RIPA SPESE TECNICHE;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;LA SPEZIA;In Esecuzione;304130,53;198566,51;173059,22
IGJ;FESR-5-5.1.1-00006/F;REALIZZAZIONE DI UNA GALLERIA PARAMASSI - I LOTTO SP 31 DELLA RIPA;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;LA SPEZIA;In Esecuzione;3207000;2592926,76;1477664
IGJ;FESR-5-5.1.1-0007/2F;LAVORI DI SISTEMAZIONE DEL RIO SANTA BRIGIDA FINALIZZATA ALLA MITIGAZIONE DEL RISCHIO IDRAULICO NEL TRATTO DI COMPETENZA COMUNALE;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;SAVONA;In Esecuzione;660000;511788,52;237391,97
IGJ;FESR-5-5.1.1-00007/F;SISTEMAZIONE DEL RIO SANTA BRIGIDA FINALIZZATA ALLA MITIGAZIONE DEL RISCHIO IDRAUILICO NEL TRATTO DI COMPETENZA COMUNALE - 1? STRALCIO SPOSTAMENTO FOGNATURA DALL'ALVEO;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;SAVONA;In Esecuzione;200000;188860,82;184049,87
IGJ;FESR-5-5.1.1-00008/F;POR-FERS 2014/2020- Obiettivo interventi a favore della crescita e dell'occupazione - asse 5- OT5-OB.SPEC5.1 - Intervento di sistemazione idraulica del torrente Borghetto tratto dalla via Romana a confine;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;IMPERIA;Non In Esecuzione;1626500;21548,09;0
IGJ;FESR-5-5.1.1-00010/F;LOTTO 1 RIFACIMENTO TRATTO TERMINALE DEL RIO FONDACO PER ADEGUAMENTO IDRAULICO;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;GENOVA;In Esecuzione;540909,83;414155,56;108554,22
IGJ;FESR-5-5.1.1-00011/F;Lavori di sistemazione idraulica del Torrente Arroscia per messa in sicurezza del centro abitato, dell'aeroporto C. Panero e delle attivit¿ produttive;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;SAVONA;Non In Esecuzione;720000;31720;0
IGJ;FESR-5-5.1.1-00013/F;P.707 - Sistemazione del tratto terminale dell'asta del torrente Segno finalizzata alla mitigazione del rischio idraulico - Interventi in alveo;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;SAVONA;Non Avviato;10800000;176568,05;120279
IGJ;FESR-5-5.1.1-014/01;Intervento di sistemazione crollo sede stradale - SP 227 di Portofino in Comune di Santa Margherita Ligure;M-5;5b;OS5.1;Misure di adattamento ai cambiamenti climatici, prevenzione e gestione dei rischi connessi al clima, quali erosione, incendi, inondazioni, tempeste e siccità, comprese azioni di sensibilizzazione, protezione civile nonché sistemi e infrastrutture per la gestione delle catastrofi;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Riduzione del rischio idrogeologico e di erosione costiera;Promuovere l'adattamento al cambiamento climatico, la prevenzione e la gestione dei rischi;GENOVA;In Esecuzione;241000;241000;237284,53
